0	204562	0
1	204542	20.028
2	204525	17.4
3	204509	16.1667
4	204493	15.7429
5	204478	15
6	204465	13.375
7	204456	9
8	204443	12.8571
9	204429	13.6429
10	204417	12.05
11	204405	11.8571
12	204393	11.7679
13	204382	11.55
14	204370	11.506
15	204359	11.2953
16	204348	11.257
17	204337	10.9286
18	204326	10.7917
19	204315	10.6833
20	204305	10.5917
21	204294	10.5214
22	204284	10.419
23	204273	10.5536
24	204263	10.375
25	204253	10.3393
26	204242	10.1893
27	204232	10.1667
28	204222	10.1286
29	204212	10.1143
30	204202	10.0831
31	204192	10.0137
32	204182	10
33	204172	10
34	204162	10
35	204152	10
36	204142	10
37	204132	10
38	204122	10
39	204112	10
40	204102	10
41	204092	10
42	204082	10
43	204072	10
44	204062	10
45	204052	10
46	204042	10
47	204032	10
48	204022	10
49	204012	10
50	204002	10
51	203992	10
52	203982	10
53	203972	10
54	203962	10
55	203952	10
56	203942	10
57	203932	10
58	203922	10
59	203912	10
60	203902	10
61	203892	10
62	203882	10
63	203872	10
64	203860	12
65	203850	10
66	203840	10
67	203830	10
68	203820	10
69	203810	10
70	203800	10
71	203790	10
72	203780	10
73	203770	10
74	203760	10
75	203750	10
76	203740	10
77	203730	10
78	203720	9.93333
79	203710	9.91667
80	203700	9.9141
81	203690	9.9
82	203680	10
83	203670	9.88788
84	203660	9.87778
85	203651	9.85036
86	203641	9.77345
87	203631	9.67695
88	203621	9.91072
89	203612	9.62381
90	203602	9.5947
91	203592	9.58333
92	203583	9.58333
93	203572	10.8988
94	203562	9.50953
95	203553	9.75
96	203543	9.47857
97	203534	9.44322
98	203524	9.42443
99	203515	9.41026
100	203505	9.53223
101	203496	9.56175
102	203486	9.40162
103	203477	9.3787
104	203468	9.3492
105	203458	9.32967
106	203449	9.3
107	203440	9.525
108	203430	9.29231
109	203421	9.27489
110	203412	9.47024
111	203402	9.25
112	203393	9.20285
113	203384	9.2
114	203375	9.16964
115	203366	9.11905
116	203356	9.27855
117	203347	9.09643
118	203338	9.02024
119	203329	9
120	203320	8.99206
121	203311	8.98333
122	203302	9.53333
123	203293	8.97619
124	203284	8.96107
125	203275	8.94629
126	203266	8.91984
127	203257	8.88661
128	203248	8.87955
129	203239	8.88664
130	203230	8.86191
131	203222	8.83809
132	203213	8.88016
133	203204	8.82619
134	203195	8.8
135	203186	8.79155
136	203177	8.78175
137	203168	9.06349
138	203160	8.77055
139	203151	8.75595
140	203142	8.73637
141	203133	8.73594
142	203125	8.72219
143	203116	8.71447
144	203107	8.70867
145	203099	8.7
146	203090	8.68462
147	203081	8.67659
148	203072	8.66667
149	203064	8.66667
150	203055	8.66667
151	203046	8.66667
152	203038	8.66667
153	203029	8.66667
154	203020	8.66667
155	203012	8.66667
156	203003	8.66667
157	202994	8.66667
158	202986	8.65833
159	202977	8.64444
160	202969	8.63248
161	202960	8.62435
162	202951	8.79827
163	202943	8.60119
164	202934	8.5676
165	202925	8.55416
166	202917	8.54404
167	202908	8.57779
168	202899	9.43806
169	202889	10.2342
170	202880	8.51191
171	202872	8.5119
172	202863	8.48991
173	202855	8.48791
174	202845	9.54267
175	202836	8.98077
176	202827	9.35555
177	202818	8.46688
178	202810	8.45834
179	202801	8.44156
180	202793	8.65963
181	202784	9.11263
182	202775	8.41429
183	202767	8.40556
184	202758	8.39694
185	202750	8.39048
186	202742	8.37857
187	202733	8.37222
188	202725	8.58714
189	202716	8.78486
190	202708	8.34493
191	202699	8.33334
192	202691	8.64286
193	202682	8.33333
194	202674	8.43849
195	202665	8.82143
196	202657	8.3373
197	202648	8.29613
198	202640	8.28929
199	202632	8.28765
200	202623	8.27483
201	202615	8.26863
202	202607	8.25833
203	202599	8.25833
204	202590	8.25519
205	202582	8.23968
206	202574	8.23492
207	202566	8.22738
208	202557	8.225
209	202548	9.475
210	202539	8.55771
211	202531	8.34848
212	202523	8.2087
213	202515	8.20519
214	202507	8.19242
215	202498	8.18333
216	202490	8.17822
217	202482	8.15961
218	202474	8.14646
219	202466	8.13533
220	202457	8.23461
221	202449	8.11627
222	202441	8.31869
223	202433	8.1021
224	202425	8.08333
225	202417	8.07809
226	202409	8.28786
227	202400	8.05006
228	202392	8.04872
229	202384	8.0388
230	202376	8.0337
231	202368	8.03333
232	202360	8.03077
233	202352	8.48461
234	202344	8.02857
235	202336	8.02778
236	202328	8.02097
237	202320	8.01865
238	202312	8.01472
239	202304	8.01026
240	202296	8.01025
241	202288	8
242	202280	8
243	202272	8
244	202264	8
245	202256	8
246	202248	8
247	202240	8
248	202232	8
249	202224	8.13637
250	202215	8.10866
251	202207	8
